CER;;Cetraca Aviation Service
CES;MU;China Eastern Airlines
CET;;Centrafrican Airlines
CEV;;Cente D'Essais En Vol
CEX;;Capitol Air Express
CFA;;China Flying Dragon Aviation
CFB;;Chongqing Forebase General Aviation
CFC;;Canadian Forces
CFD;;Cranfield University
CFE;CJ;CityFlyer Express
CFF;;Aerofan
CFG;DE;Condor Flugdienst
CFH;;Care Flight
CFI;;Flight Inspection Center of the CAA China
CFJ;;Fujian Airlines
CFL;;Swedish Airlines
CFM;;ACEF
CFN;;RAF Church Fenton
CFR;;Africa One
CFS;EM;Empire Airlines
CFT;;Jet Freighters
CFU;;United Kingdom Civil Aviation Authority
CFV;;Aero Calafia
CFZ;;Zhongfei General Aviation
CGA;;Congressional Air
CGB;;Air Cargo Belize
CGC;;Cal Gulf Aviation
CGD;;Charlotte Air National Guard
CGE;;Nelson Aviation College
CGG;;Walmart Aviation
CGH;;Guizhou Airlines
CGI;;Rusair JSAC
CGK;;Click Airways
CGL;;Seagle Air
CGM;;Cargoman
CGN;2Z;Chang An Airlines
CGO;;Chicago Air
CGP;8L;Cargo Plus Aviation
CGR;;Compagnia Generale Ripreseaeree
CGS;;Centre of Applied Geodynamica
CGU;;Chinguetti Airlines
CGV;;Aero Clube Do Algarve
CGW;;Air Great Wall
CGX;;United States Coast Guard Auxiliary
CGY;;Corporacion Paraguaya De Aeronautica
CHA;;Central Flying Service
CHC;;China Ocean Helicopter Corporation
CHD;;223 Flight Unit State Airline
CHE;;Top Flight Air Service
CHF;X7;Chitaavia
CHG;;Challenge Aero
CHH;HU;Hainan Airlines
CHI;;Cougar Helicopters
CHJ;;Aircompany Chaika
CHK;OP;Chalk's International Airlines
CHL;;Cohlmia Aviation
CHM;;Chemech Aviation
CHN;;Channel Island Aviation
CHO;;Chrome Air Services
CHP;6A;Aviacsa
CHQ;RP;Chautauqua Airlines
CHR;;Air Charter Services
CHS;;Challenge Aviation
CHU;;Church Aircraft
CHV;;Air Charter Professionals
CHW;;Charter Air
CHZ;;Cherline
CIA;;Civil Aviation Authority
CIB;;Condor
CIC;;ICC Canada
CID;;Asia Continental Airlines
CIE;;Czech Government Flying Service
CIG;;Sirius-Aero
CII;;Cityfly
CIK;;Country International Airlines
CIL;;Cecil Aviation
CIM;QI;Cimber Sterling
CIN;C7;Cinnamon Air
CIO;;Il Ciocco International Travel Service
CIR;5F;Arctic Circle Air Service
CIT;;Zanesville Aviation
CIU;A2;Cielos Airlines
CIV;;Civil Aviation Authority of New Zealand
CIW;;Civair Airways
CIX;G3;City Connexion Airlines
CJA;C6;CanJet
CJC;9L;Colgan Air
CJE;;Aeroservices Corporate
CJG;;Zhejiang Airlines
CJI;;Corporate Jets
CJR;;Caverton Helicopters
CJS;;Commonwealth Jet Service
CJT;W8;Cargojet Airways
CJZ;;Caliber Jet
CKA;;Cook Inlet Aviation
CKC;;CKC Services
CKE;;Corporate Aviation Services
CKK;CK;China Cargo Airlines
CKL;;Aviation Charter Services
CKM;;BKS Air (Rivaflecha)
CKR;;Crown Air Systems
CKS;K4;Kalitta Air
CLA;;Comlux Aviation
CLB;;Flight Precision Limited
CLD;;Clowes Estates Limited
CLE;;Colemill Enterprises
CLF;;Bristol Flying Centre
CLG;;Chalair Aviation
CLH;CL;Lufthansa CityLine
CLK;;Clark Aviation
CLL;;Aerovías Castillo
CLM;;Cargo Link (Caribbean)
CLN;;Barnes Olsen Aeroleasing
CLP;;Aero Club De Portugal
CLR;;Trans America
CLS;;Challenge Air Transport
CLT;;Caribbean Air Transport
CLT;;Club Aerocelta de Vuelo Con Motor
CLU;;Triple Alpha
CLV;;Lom Praha Flying School
CLW;;Centralwings
CLX;CV;Cargolux
CLY;;Clay Lacy Aviation
CLZ;;Cloud 9 Air Charters
CMA;;Central European Airlines
CME;;Commerce Bank
CME;;Prince Edward Air
CMF;;Air Care Alliance
CMG;;Comet Airlines
CMH;;Commair Aviation
CMI;CS;Continental Micronesia
CMJ;;Comfort Jet Services
CMJ;;Mudanjiang General Aviation
CMK;;Chernomor-Avia
CML;;Commander Air Charter
CMM;;Compagnie Aérienne du Mali
CMN;;Eckles Aircraft
CMP;CM;Copa Airlines
CMR;;CAM Air Management
CMS;;Commercial Aviation
CMT;;Casement Aviation
CMU;;Northern Aviation Service
CMV;3C;Calima Aviación
CMX;;El Caminante Taxi Aéreo
CMY;;Cape Smythe Air
CMZ;;CM Stair
CNA;7N;Centavia
CNB;;Cityline Hungary
CNC;;Corporación Aéreo Cencor
CND;;Aero Continente Dominicana
CND;CD;Corendon Dutch Airlines
CNE;;Air Toronto
CNG;;Coastal Airways
CNH;;Aquila Air
CNI;;Empresa Nacional De Servicios Aéreos
CNJ;;Nanjing Airlines
CNK;;Sunwest Home Aviation
CNL;;Centennial Airlines
CNM;;Air China Inner Mongolia
CNO;SK;SAS Braathens
CNR;;Condor Aero Services
CNS;;Cobalt Air
CNT;;Centre national d'études des télécommunications
CNU;;Air Consul
CNV;;U.S. Navy Reserve Logistic Air Forces
CNW;;Continental Airways
CNW;WH;China Northwest Airlines
CNX;;AllCanada Express
CNY;;Central Airways
COA;CO;Continental Airlines
COD;;Concordavia
COF;;Confort Air
COH;;RAF Coltishall
COL;;Columbia Air
COM;OH;Comair
CON;;Continental Oil
COO;;Corporate Airlink
COP;;Copper State Air Service
COT;;Costa Airlines
COT;;RAF Cottesmore
COV;;Helicentre Coventry
COW;;Cowi
COY;7C;Coyne Aviation
COZ;F5;Cosmic Air
CPA;CX;Cathay Pacific
CPB;;Corpac Canada
CPC;CP;Canadian Pacific Airlines
CPD;;Capital Airlines
CPF;;Airtechservice
CPG;;Corporacion Aeroangeles
CPH;;Champagne Airlines
CPI;;Compagnia Aerea Italiana
CPJ;;Baltimore Air Transport
CPL;;Chaparral Airlines
CPM;;Compagnie Mauritanienne Des Transports
CPN;RV;Caspian Airlines
CPO;;Corporate Aircraft Company
CPR;;Corporate Air
CPS;;Compass International Airways
CPT;;Corporate Air
CPV;;Air Corporate
CPW;;Chippewa Air Commuter
CPX;;Capital Air Service
CPZ;CP;Compass Airlines
CQC;;Central Queensland Aviation College
CQH;9C;Spring Airlines
CRA;;Coronado Aerolíneas
CRB;;Caricom Airways
CRC;;Cameroon Airlines Corporation
CRC;;Conair Aviation
CRD;QC;Air Corridor
CRE;;Cree Airways
CRF;NV;Air Central
CRF;;Croix Rouge Francais
CRG;2G;Cargoitalia
CRH;;CRI Helicopters Mexico
CRJ;;Air Cruzal
CRK;HX;Hong Kong Airlines
CRL;SS;Corsairfly
CRM;;Commander Mexicana
CRN;;Empresa Aerocaribbean
CRO;;Crown Airways
CRP;;Aerotransportes Corporativos
CRQ;;Air Creebec
CRR;;Carranza
CRS;;Comercial Aérea
CRT;;Caribintair
CRV;;Acropolis Aviation
CRV;;Cargo Ivoire
CRW;;Crownair
CRX;;Cross Aviation
CRY;;Primavia Limited
CSA;OK;Czech Airlines
CSC;3U;Sichuan Airlines
CSD;;Courier Services
CSE;;CSE Aviation
CSF;;Clasair
CSH;FM;Shanghai Airlines
CSI;;Central Skyport
CSJ;;Castle Aviation
CSK;;Flightcraft
CSL;;California Air Shuttle
CSM;;Ratkhan Air
CSN;CZ;China Southern Airlines
CSO;;Casino Airline
CSP;;Casper Air Service
CSQ;II;IBC Airways
CST;BX;Coast Air
CSU;S8;Chari Aviation Services
CSV;;Coastal Travels
CSW;;Worldwide Air Charter Systems
CSX;;Choice Airways
CSY;;Shuangyang General Aviation
CSZ;ZH;Shenzhen Airlines
CTA;;Aero Charter and Transport
CTD;;Aerocorporativos
CTE;;Air Tenglong
CTF;;Cutter Aviation
CTG;;Canadian Coast Guard
CTH;;China General Aviation Corporation
CTK;;East Midlands Helicopters
CTL;;Central Airlines
CTM;;Commandement Du Transport Aerien Militaire Francais
CTN;OU;Croatia Airlines
CTO;;Cape Air Transport
CTP;;Tashkent Aircraft Production Corporation
CTQ;;CTK Network Aviation
CTR;;Aerolíneas Centauro
CTS;;Center-South
CTT;;Custom Air Transport
CTV;;Escuela De Pilotos Are Aviación
CTW;;Cargo Three
CTY;;Cryderman Air Service
CTZ;;CATA Línea Aérea
CUA;KN;China United Airlines
CUB;CU;Cubana de Aviación
CUH;;Urumqi Airlines
CUI;;Cancun Air
CUK;;Polo Aviation
CUO;;Aerocuahonte
CUT;;Court Helicopters
CVA;CV;Air Chathams
CVC;J7;Centre-Avia
CVE;;Cabo Verde Express
CVF;;Dassault Falcon Jet Corporation
CVG;;Carill Aviation
CVL;;Coval Air
CVO;;Center Vol
CVR;;Chevron U.S.A
CVT;;Peran
CVU;;Grand Canyon Airlines
CVV;;Comeravia
CWA;W2;Canadian Western Airlines
CWC;WE;Centurion Air Cargo
CWD;;Caernarfon Airworld
CWE;;Celtic West
CWH;;Canadian Warplane Heritage Museum
CWK;KR;Comores Airlines
CWL;;RAF Cranwell
CWM;CW;Air Marshall Islands
CWN;;Cardiff Wales Flying Club
CWP;;Australian Customs Service
CWR;;Beijing City International Jet
CWT;;Texas Airways
CWU;;Wuhan Airlines
CWW;;Canair
CWX;;Crow Executive Air
CWY;;Woodgate Aviation
CWZ;;Capitol Wings Airline
CXA;MF;Xiamen Airlines
CXE;;Caicos Express Airways
CXH;XO;China Xinhua Airlines
CXI;8C;Shanxi Airlines
CXJ;;Xinjiang Airlines
CXN;;China Southwest Airlines
CXO;;Conroe Aviation Services
CXP;XP;Western
CXP;XP;Xtra Airways
CXS;E9;Boston-Maine Airways
CYA;;Cheyenne Airways
CYC;;Cyprair Tours
CYD;ZA;AccessAir
CYE;;Aerocheyenne
CYF;;Company Flight
CYG;;Yana Airlines
CYH;;China Southern Airlines Henan
CYH;3Q;China Yunnan Airlines
CYL;;Air One Cityliner
CYN;;Zhongyuan Aviation
CYO;;Air Transport
CYP;CY;Cyprus Airways
CYS;;Cypress Airlines
CYT;;Crystal Shamrock
CYZ;8Y;China Postal Airlines
DAA;;Decatur Aviation
DAB;;Dassault Aviation
DAC;;McDonnell Douglas
DAD;;Dorado Air
DAE;;DHL Aero Expreso
DAF;;Danish Air Force
DAG;N2;Dagestan Airlines
DAH;AH;Air Algérie
DAL;DL;Delta Air Lines
DAM;;Kyrgyzstan Department of Aviation
DAO;D3;Daallo Airlines
DAP;;Aerovías DAP
DAR;;Danish Army
DAS;;Damascene Airways
DAU;D5;Dauair
DAV;;Dornier Aviation Nigeria
DAY;;Daya Aviation
DBA;;Air Alpha
DBC;;Gemini Air Group
DBD;;Air Niagara Express
DBJ;;Duchess of Britany Limited
DBK;;Dubrovnik Air
DBR;;Dutchbird
DCA;;Dreamcatcher Airways
DCC;;Caribbean Air Cargo
DCE;;Dutch Caribbean Express
DCL;;Transportes Aéreos Don Carlos
DCM;;FLTPLAN
DCN;;Federal Armed Forces
DCO;;David Crawshaw Consultants Limited
DCS;;Daimler Chrysler Aviation
DCT;;Direct Flight
DCV;;Discover Air
DCX;;Daimler-Chrysler
DDA;;D & D Aviation
DDS;;Addis Airlines
DEA;;Delta Aerotaxi
DEE;;Dixie Airways
DEF;;Aviation Defense Service
DEG;;Air Service Groningen
DEI;;Ecoair
DEL;;Carib Aviation
DER;;Deer Jet
DES;;Chilcotin Caribou Aviation
DES;;Servicios Aereos Especializados Destina
DET;;DETA Air
DEV;;Red Devils Parachute Display Team
DFA;;Aero Coach Aviation
DFS;;Dwyer Aircraft Services
DGA;;Yellow River Delta General Aviation
DGO;;DGO Jet
DGT;;Digital Equipment Corporation
DGX;;Dasnair
DHA;;Dahla Airlines
DHC;;De Havilland
DHE;;DAP Helicopteros
DHI;KI;Adam Air
DHK;;DHL Air
DHL;ER;Astar Air Cargo
DHM;;Archer Aviation
DHV;;DHL Aviation
DHX;ES;DHL International
DIA;;Direct Air
DIC;;Aeromedica
DIN;;Aerodin
DIP;;Diplomatic Freight Services
DIR;AW;Dirgantara Air Service
DIS;;Di Air
DIX;;Dix Aviation
DJA;HO;Antinea Airlines
DJE;;Durango Jet
DJR;;Desert Jet
DJS;;DayJet
DJT;;Dreamjet
DJT;;Denver Jet
DJU;;Air Djibouti
DKA;;Daka
DKE;;Jubilee Airways
DKH;HO;Juneyao Airlines
DKN;;Deccan Charters
DKT;;Sioux Falls Aviation
DKY;;Servicios Aéreos Elite
DLA;EN;Air Dolomiti
DLC;;Dehong South Asian General Aviation
DLH;LH;Lufthansa
DLI;;Delta Express International
DLK;;Millennium Airlines
DLR;;Dala Air Services
DLS;;Aero Modelo
DLU;;Aerolíneas del Sur
DMC;;Aerodinamica de Monterrey
DMD;;Namdeb Diamond Corporation
DMF;;DMCFLY
DMI;;Aeroservicios Dinamicos
DMJ;;Aerolíneas Damojh
DML;;Aerotaxis Dosmil
DMO;E3;Domodedovo Airlines
DNA;;Aerodespachos de El Salvador
DNC;;Aerodynamics Málaga
DND;;Eldinder Aviation
DNI;;Servicios Aéreos Denim
DNJ;;Aerodynamics Incorporated
DNK;;D&K Aviation
DNL;;Dutch Antilles Express
DNM;J7;Denim Air
DNR;;Dynamair Aviation
DNS;;Dniproaviaservis Company
DNU;;Danu Oro Transportas
DNV;D9;Donavia
DNY;;Danish Navy
DOA;DO;Dominicana de Aviación
DOC;;Norsk Luftambulanse
DOD;;USAF Air Mobility Operations Control Center
DOI;;U.S. Department of the Interior
DOJ;;Justice Prisoner and Alien Transportation System
DOM;;Dos Mundos
DON;;Donair Flying Club
DOP;;Dancopter
DOR;;Dornier
DOT;;Telnic Limited
DPJ;;Delta Private Jets
DPL;;Dome Petroleum
DQA;;Island Aviation Services
DRB;;Didier Rousset Buy
DRC;;Triton Airlines
DRD;NM;Air Madrid
DRD;;Aereo Dorado
DRE;;Drummond Island Air
DRF;;Dream Flyers Training Center
DRK;KB;Druk Air
DRL;;Omni Air Transport
DRM;;Airways Flight Training
DRN;;Central De Discos De Reynosa
DRO;;Adro Servicios Aereos
DRO;;Aeronaves Del Noreste
DRT;;Darta
DRU;6R;Alrosa Air Company
DRX;;Des R Cargo Express
DRY;;Deraya Air Taxi
DSA;;Danbury Airways
DSC;;Addis Air Cargo Services
DSH;;Dash Air Charter
DSK;;Aero Algarve
DSL;;Meridian Aviation
DSM;4M;Aero 2000
DSN;;DESNA
DSO;;Dassault Falcon Service
DSQ;;Dasab Airlines
DSR;WD;DAS Air Cargo
DST;;Aex Air
DSU;;Delta State University
DTA;DT;TAAG Angola Airlines
DTH;SF;Tassili Airlines
DTN;;Data International
DTR;DX;DAT Danish Air Transport
DTV;;Centre Airlines
DTY;;Destiny Air Services
DUB;;Dubai Airwing
DUK;;Ducair
DUN;;Dun'Air
DUO;;Duo Airways
DVA;DH;Discovery Airways
DVB;;Don Avia
DVI;;Aero Davinci International
DVN;;Adventia
DWN;;Dawn Air
DWR;;Delaware Skyways
DWT;0D;Darwin Airline
DWW;;Jet Courier Service
DXH;;East Star Airlines
DXP;;Dallas Express Airlines
DYA;;Dynamic Air
DYN;;Aero Dynamics
DZR;;Midwest Aviation
EAB;;Swiss Eagle
EAC;;Executive Air Charter
EAD;;Escola De Aviacao Aerocondor
EAE;;Aeroservicios Ecuatorianos
EAF;E7;European Aviation Air Charter
EAG;NZ;Eagle Airways
EAG;;European Aeronautical Group UK
EAH;;Baltimore Airways
EAI;;Elite Air
EAK;;Euro-Asia Air
EAL;EA;Eastern Air Lines
EAL;;Eastern Air Lines
EAL;EA;European Air Express
EAM;;Embassy Airlines
EAN;;Skypower Express Airways
EAP;;Aero-Pyrenees
EAQ;QF;Eastern Australia Airlines
EAR;;Transporte Ejecutivo Aéreo
EAT;;Air Transport
EAV;;Eagle Airlines Luftverkehrsges
EAX;;Eastern Air Executive
EAY;EE;Aero Airlines
EAZ;;Eastern Air
EBA;;Bond Aviation
EBC;;Aero Ejecutivo De Baja California
EBE;;Minebea Technologies
EBF;;Echo Airlines
EBF;;MSR Flug-Charter
EBG;;Eurosense
EBJ;;European Business Jets
EBS;;AEG Aviation Services
ECA;UI;Eurocypria Airlines
ECB;;European Coastal Airlines
ECC;QE;Crossair Europe
ECC;;Eclair Aviation
ECD;;Ecotour
ECE;4F;Air City
ECF;;Eurocopter
ECG;;Aero Ejecutivos RCG
ECI;;Eastern Carolina Aviation
ECJ;;East Coast Jets
ECL;;Aeronáutica Castellana
ECM;;Aerolíneas Comerciales
ECN;;Euro Continental AIE
ECQ;;Eco Air
ECS;;Executive Aircraft Charter and Charter Services
ECT;;East Coast Airways
ECU;;Ecuavia
ECV;;Ecuatoguineana De Aviación
ECX;;Ecomex Air Cargo
ECY;;Euroceltic Airways
EDA;;Aerolineas Nacionales Del Ecuador
EDC;;Edinburgh Air Charter
EDD;;Líneas Aéreas Ejectuivas De Durango
EDJ;;Edwards Jet Center of Montana
EDL;;Polizeihubschrauberstaffel Bayern
EDO;;Elidolomiti
EDR;;Líneas Aéreas Eldorado
EDW;WK;Edelweiss Air
EDY;;Apollo Air Service
EEA;EU;Empresa Ecuatoriana De Aviación
EEF;;Estonian Air Force
EES;;Eagle Express
EET;;Air Este
EEU;;Eurofly Service
EEZ;GJ;Eurofly
EFA;EF;Far Eastern Air Transport
EFC;;Air Mana
EFD;;Eisele Flugdienst
EFG;;Elifriulia
EFL;EY;Eagle Air
EFS;;EFAOS- Agencia De Viagens e Turismo
EFT;;Embassy Freight Company
EGF;MQ;American Eagle Airlines
EGJ;;Eagle Jet Charter
EGL;;Capital Trading Aviation
EGN;;Eagle Aviation France
EGO;;Gauteng Air Cargo
EGR;;Eagle Air
EGU;H7;Eagle Air
EGV;;Enrique Gleisner Vivanco
EGX;;Eagle Air Company
EGY;;Egyptian Air Force
EHA;;East Hampton Aire
EHD;;E H Darby Aviation
EHR;;Valfell-Verkflug
EIA;EZ;Evergreen International Airlines
EIC;;Express International Cargo
EIJ;;Efata Papua Airlines
EIN;EI;Aer Lingus
EIR;;Eirjet
EIS;;EIS Aircraft
EIX;;Ei Air Exports
EJA;1I;NetJets
EJC;;Grupo De Aviación Ejecutiva
EJD;;Elite Jets
EJM;;Executive Jet Management
EJO;;Execujet Middle East
EJP;;Aeroservicios Ejecutivos Corporativos
EJS;;Eurojet Servis
EJT;;Eclipse Aviation
EJV;;Compania Ejecutiva
EJX;;Egyptian Aviation
EKA;;Equaflight Service
EKC;;East Kansas City Aviation
ELA;DK;Eastland Air
ELB;;Ellinair
ELB;;Elieuro
ELG;E8;Alpi Eagles
ELH;;Elilario Italia
ELJ;;Delta Private Jets
ELL;OV;Estonian Air
ELM;;Crelam
ELN;;Eleron Aviation Company
ELO;K2;Eurolot
ELR;;Elrom Aviation and Investments
ELS;;El Sal Air
ELT;;Elliott Aviation
ELU;;Egyptian Leisure Airlines
ELV;;Transportes Aéreos Nacionales De Selva Tans
ELW;;Yellow Wings Air Services
ELX;;Elan Express
ELY;LY;El Al Israel Airlines
EMA;;Egyptian Aviation Company
EMB;;Empresa Brasileira De Aeronáutica
EMD;;Eaglemed
EME;;Eastern Metro Express
EMI;;Premium Air Shuttle
EMJ;Y0;Yellow Air Taxi/Friendship Airways
EMN;;Examiner Training Agency
EMP;;Empire Air Service
EMR;;Zenmour Airlines
EMS;;Aero Servicios Empresariales
EMT;;Emetebe
EMU;;East Asia Airlines
EMX;3W;Euromanx Airways
ENA;;Dirección General de Aviación Civil y Telecomunicasciones
ENC;;Endecots
END;;Arrendadora y Transportadora Aérea
ENI;;Enimex
ENK;;Executive Airlink
ENK;G8;Enkor JSC
ENR;;Scenic Air
ENS;;Entergy Services
ENT;;DAT Enterprise Limited
ENT;OF;Enter Air
ENV;;Victoria Aviation
ENW;;Aeronaves Del Noroeste
ENY;;Envoy Air
ENZ;;Jota Aviation
EOA;;Elilombarda
EOL;;Airailes
EOM;;Aero Ermes
EPB;;Eastern Pacific Aviation
EPC;;Espace Aviation Services
EPE;;Aero Empresarial
EPL;;Aero Transportes Empresariales
EPR;;Express Airways
EPU;;Aero Elite Acapulco
EQC;;Ecuatorial Cargo
EQL;KY;Air São Tomé and Príncipe
EQT;;Equatorial Airlines
EQZ;;Equatair Air Services
ERC;;Aerocharter
ERC;;Esso Resources Canada
ERE;;Erie Airways
ERF;;Erfoto
ERG;;Avianergo
ERH;;Era Helicopters
ERI;;Aero Servicios Regiomontanos
ERJ;;Eurojet Italia
ERK;;Aerosec
ERM;;Aeromaan
ERO;7L;Sun D'Or
ERT;B8;Eritrean Airlines
ERV;;Yerevan-Avia
ERX;;Earth Airlines Services
ESB;;Aereosaba
ESC;;El Sol De América
ESE;;Ensenada Vuelos Especiales
ESF;E7;Estafeta Carga Aérea
ESI;;ESI Eliservizi Italiani
ESJ;;Eastern SkyJets
ESK;NE;SkyEurope
ESN;;Euro Sun
ESO;;Avitat
ESR;ZE;Eastar Jet
ESS;E0;Eos Airlines
EST;;Carga Express Internacional
ESU;;Aerolíneas Ejecutivas Del Sureste
ESX;;Euroskylink
ESZ;;Aeronáutica La Esperanza
ETA;;Estrellas Del Aire
ETC;ML;African Transport Trading and Investment Company
ETD;EY;Etihad Airways
ETE;;Aero Siete
ETH;ET;Ethiopian Airlines
ETL;;Patterson Aviation Company
ETM;;Etram Air Wing
ETN;;Chim-Nir Aviation
ETP;;Empire Test Pilots' School
ETS;;Flygtransporter I Nykoping
ETV;;European Executive
EUC;;Eurocontrol
EUG;;Euroguineana de Aviación
EUJ;VE;EUjet
EUK;;Air Atlanta Europe
EUP;;Euroair
EUT;;European 2000 Airlines
EUU;;Euroamerican Air
EUW;;EFS European Flight Service
EUY;;EU Airways
EVA;BR;EVA Air
EVE;;Air Evex
EVE;;Evelop Airlines
EVK;;Everett Aviation
EVM;;Natural Environment Research Council
EVN;;Euraviation
EVR;;Aeronautical Academy of Europe
EVT;;Everett Limited
EVY;;34 Squadron, Royal Australian Air Force
EWA;;East-West Airlines
EWG;EW;Eurowings
EWS;;Enterprise World Airways
EWW;;Emery Worldwide Airlines
EXA;MB;Execair Aviation
EXB;;Brazilian Army Aviation
EXC;;European Executive Express
EXE;;Executive Flight
EXF;;Eximflight
EXG;;Air Exchange
EXH;;G5 Executive
EXJ;;Executive Jet Charter
EXK;OW;Executive Airlines
EXL;CQ;Sunshine Express Airlines
EXM;;United Kingdom Civil Aviation Authority
EXN;;Exin
EXP;;Business Express Delivery
EXP;;Island Air Express
EXR;;Expertos En Carga
EXS;LS;Jet2.com
EXT;;Night Express
EXU;;Executive Airlines
EXV;8D;FitsAir
EXW;;Executive Airlines Services
EXX;;International Air Corporation
EXY;;South African Express
EXZ;;East African Safari Air Express
EYE;;F.S. Air Service
EZB;;Flugschule Eichenberger
EZD;;Zest Airways
EZE;T3;Eastern Airways
EZJ;;Ezjet GT
EZS;DS;easyJet Switzerland
EZX;9A;Eagle Express Air Charter
EZY;U2;easyJet
FAB;7F;First Air
FAC;;Atlantic Helicopters
FAD;;Rog-Air
FAE;;Freshaer
FAF;;Force Aerienne Francaise
FAG;;Argentine Air Force
FAH;;Farnair Hungary
FAJ;PC;Air Fiji
FAK;;Financial Airxpress
FAL;;Friendship Air Alaska
FAM;;Fumigación Aérea Andaluza
FAN;;AF-Air International
FAO;;Falcon Air Express
FAP;;F Air
FAP;;Parsons Airways Northern
FAQ;;Aerofaq
FAR;;Falcon Air
FAS;;Florida Air Cargo
FAS;;Freedom Airways
FAT;;Farnair Switzerland
FAU;;Falcon Airline
FAV;;Fair Aviation
FAW;;Falwell Aviation
FAX;;Midwest Air Freighters
FAY;;Fayban Air Services
FAZ;;Flint Aviation Services
FBA;;Fab Air
FBF;;Fine Airlines
FBO;;TAG Farnborough Airport
FBW;;Aviation Data Systems
FCA;DP;First Choice Airways
FCC;;First Cambodia Airlines
FCE;;Flycolumbia
FCI;;Air Carriers
FCJ;;AirSprint US
FCK;;Flight Calibration Service
FCL;PA;Florida Coastal Airlines
FCN;;Falcon Air
FCO;;Aerofrisco
FCP;;Flight Corporation
FCR;;Flying Carpet Company
FCS;;Facts Air
FCT;;Fly CI Limited
FCU;;Alfa 4
FCV;;Flight Centre Victoria
FDA;;African Airlines
FDB;FZ;Flydubai
FDF;;IVV Femida
FDL;;Farmingdale State University
FDN;;Dolphin Air
FDO;;France Douanes
FDP;;Flight Dispatch Services
FDR;;Federal Air
FDS;;African Medical and Research Foundation
FDX;FX;Federal Express
FDY;LW;Sun Air International
FEC;;Denver Express
FED;;Líneas Aéreas Federales
FEE;;Fly Europa Limited
FEI;;Eagle Air
FEO;;Aeroferinco
FER;;Feria Aviación
FES;;Aero Taxis Y Servicios Alfe
FET;;Old Dominion Freight Lines
FEX;;Flightexec
FFA;;Avialesookhrana
FFB;;Africair Service
FFC;;Fairoaks Flight Centre
FFD;;Stuttgarter Flugdienst
FFF;;Freedom Air Services
FFG;;Flugdienst Fehlhaber
FFH;;Shalom Air Services
FFI;;Infinit Air
FFL;;Intavia Limited
FFM;FY;Firefly
FFP;;Fischer Air Polska
FFR;8F;Fischer Air
FFS;;Florida Department of Agriculture
FFT;F9;Frontier Airlines
FFU;;GEC Marconi Avionics
FFY;;Fun Flying Thai Air Service
FGA;;Georgian Aviation Federation
FGC;;Departament d'Agricultura de la Generalitat de Catalunya
FGE;9Y;Fly Georgia
FGL;;Futura Gael
FGN;;Gendarmie Nationale
FGP;;Flying-Research Aerogeophysical Center
FGS;;Elitellina
FGT;;Aero Freight
FGY;;Froggy Corporate Aviation
FHE;HW;Hello
FHL;;Fast Helicopters
FHS;;Forth and Clyde Helicopter Services
FHY;FH;Freebird Airlines
FIA;;Four Island Air
FIC;;Aerosafin
FIF;OF;Air Finland
FII;;Aerodata Flight Inspection
FIL;;Fly Line
FIN;AY;Finnair
FIR;;First Line Air
FIV;;Citationshares
FIX;;Airfix Aviation
FJC;;Falcon Jet Centre
FJE;;Silverjet
FJI;FJ;Fiji Airways
FJM;OJ;Fly Jamaica Airways
FJS;;Florida Jet Service
FJX;;Jet Sky Cargo and Air Charter
FKI;;FLM Aviation Mohrdieck
FKL;;Kelner Airways
FKS;;Focus Air
FLA;QH;Air Florida
FLA;;Midway Express
FLC;;FINFO Flight Inspection Aircraft
FLD;;Air Falcon
FLE;;Flair Airlines
FLF;;Friendship Airlines
FLG;9E;Pinnacle Airlines
FLH;;Sky Bus
FLI;RC;Atlantic Airways
FLK;;Flylink Express
FLL;;Federal Airlines
FLM;F2;Fly Air
FLN;;Flamingo Air-Line
FLO;;Flycom
FLP;;Aeroclub Flaps
FLR;;Fleetair
FLS;;Flying Fast
FLS;;Fairlines
FLT;B5;Flightline
FLU;;Flugschule Basel
FLW;;FLowair Aviation
FLX;;Flight Express, Inc.
FLY;SH;Fly Me Sweden
FLZ;QH;Aero Leasing
FMC;;Claessens International Limited
FMG;;FMG Verkehrsfliegerschule Paderborn-Lippstadt
FMI;;FMI Air
FMR;;Flamingo Air
FMS;;Hadison Aviation
FMT;;Air Fret De Mauritanie
FMY;;Aviation Legere De L'Armee De Terre
FNA;;Norlandair
FNC;4S;Finalair Congo
FNF;;Finnish Air Force
FNG;;Frontier Guard
FNK;;Feniks Airline
FNL;;Oulun Tilauslento
FNM;;Avio Nord
FNO;;Aeroflota Del Noroeste
FNT;;L-3 Communications Flight International Aviation
FNV;;Transaviaservice
FNX;;Aero Fenix
FNY;;France Marine Nationale
FOB;;Ford Motor Company
FOC;;Office Federal De'Aviation Civile
FOI;;Flight Ops International
FOM;SJ;Freedom Air
FOP;;Fokker
FOR;;Formula One Management
FOS;;Bel Limited
FOS;VY;Formosa Airlines
FPA;;Flygprestanda
FPG;;TAG Aviation
FPO;5O;Europe Airpost
FPR;;Peruvian Air Force
FPS;;Flightpass Limited
FPY;;African Company Airlines
FQA;;Quikjet Cargo Airlines
FRA;;FR Aviation
FRB;;Fly Rak
FRC;;Icare Franche Compte
FRE;FP;Freedom Air
FRG;;Freight Runners Express
FRJ;;Afrijet Airlines
